URL,KEYWORDS,IMK
https://bhuvan-wbis.nrsc.gov.in/,"This article whisks you away on a voyage through India's watery landscape, courtesy of the National Remote Sensing Centre's Water Bodies Information System (WBIS). Dive into an ocean of data – over 82,000 reservoirs, lakes, and their ilk – meticulously categorized by size and tracked from satellite gaze across the years. Witness the dynamic pulse of these vital resources with live water levels and area comparisons, revealing the shrinking whispers of Himalayan glaciers or the sudden monsoon symphony that replenishes thirsty plains. From the colossal 115 major reservoirs, their names etched like ancient giants, to the countless whispers of smaller water bodies, WBIS becomes your personal cartographer. Unfurl this interactive map, trace the veins of India's watery lifeblood, and discover the fascinating depths of this precious resource, one pixel at a time.","['article', 'voyage', 'landscape', 'courtesy', 'ocean', 'data', 'reservoirs', 'lakes', 'ilk', 'size', 'satellite', 'gaze', 'years', 'pulse', 'resources', 'water', 'levels', 'area', 'comparisons', 'whispers', 'glaciers', 'monsoon', 'symphony', 'plains', 'reservoirs', 'names', 'giants', 'whispers', 'water', 'bodies', 'cartographer', 'map', 'veins', 'lifeblood', 'depths', 'resource', 'pixel', 'time']"
https://bhuvan-app2.nrsc.gov.in/planner/,This is a planner tool for BHUVAN Website. It uses Central Authentication Services and Single Sign In Options to login and use the features.,"['planner', 'tool', 'Options', 'features']"
https://bhuvan-app1.nrsc.gov.in/globe/3d.php,"This website is about 3D Globe and 3D spatial navigation. This interactive globe viewer lets you explore continents, oceans, and even landmarks. Overlay data layers like maps, roads, or buildings for a deeper look. Measure distances, map routes, and discover hidden insights through the information tool. All this, without downloads or plugins, on most devices. Bhuvan 3D: your personal portal to Earth's fascinating geography.","['website', 'navigation', 'globe', 'viewer', 'continents', 'oceans', 'landmarks', 'Overlay', 'data', 'layers', 'maps', 'roads', 'buildings', 'look', 'Measure', 'distances', 'map', 'routes', 'insights', 'information', 'tool', 'downloads', 'plugins', 'devices', '3D', 'portal', 'geography']"
https://bhuvan-app1.nrsc.gov.in/mhrd_rusa/,"The Ministry of Human Resource Development offers a login interface where users can input city names or latitude and longitude coordinates to access relevant information. The available tools include links, manuals, and access to college details. Specifically, the ""Institutions (Funded by RUSA)"" section provides a systematic approach to retrieve data. Users can choose attributes such as the state (Andhra Pradesh, in this case) and specify operations like ""Equal to (=)"". The platform supports further query expressions related to NR Census, Census (2011), and the Field Data Viewer, enhancing the depth of available information. With a geographic scope of 500 km on Bhuvan, the platform facilitates comprehensive data exploration. Additional features like the Discussion Forum, Send Mail, Legend, and Contact options contribute to user engagement and support. The platform serves as a valuable resource for accessing and analyzing data related to institutions funded by RUSA.","['login', 'interface', 'users', 'city', 'names', 'latitude', 'longitude', 'coordinates', 'information', 'tools', 'links', 'manuals', 'access', 'college', 'details', 'section', 'approach', 'data', 'Users', 'attributes', 'state', 'case', 'operations', 'platform', 'query', 'expressions', 'depth', 'information', 'scope', 'km', 'platform', 'data', 'exploration', 'features', 'Contact', 'options', 'user', 'engagement', 'support', 'platform', 'resource', 'data', 'institutions']"
https://bhuvan-app1.nrsc.gov.in/geographicalindication/index.php,"Bhuvan's Geographical Indications platform showcases India's unique products linked to specific regions, like Darjeeling tea or Kanjivaram silk. Explore a searchable database across various categories like food, handicrafts, and textiles. Uncover details like the product's history, location, and unique characteristics, empowering consumers to identify genuine items and celebrate India's rich cultural heritage.","['platform', 'products', 'regions', 'tea', 'silk', 'database', 'categories', 'food', 'handicrafts', 'textiles', 'Uncover', 'details', 'product', 'history', 'location', 'characteristics', 'consumers', 'items', 'heritage']"
https://bhuvan-app1.nrsc.gov.in/flycatchers/flycatchers.php,"The Distribution of Flycatchers feature on Bhuvan enables users to explore information based on specific attributes. By entering a city name or latitude and longitude coordinates, users can focus on a particular flycatcher species, such as the ""Black-and-Orange Flycatcher."" The platform utilizes common names as attributes and offers query expressions to refine searches. It's important to note that the information is derived from the Handbook of the Birds of India and Pakistan, maintaining the species names used by Salim Ali. The available map views include Map, Satellite, Hybrid, and Terrain, enhancing the visualization of flycatcher distribution. With a geographic scope of 500 km on Bhuvan, users can gain insights into the habitat and range of these bird species.
The Discussion Forum, Send Mail, Legend, and Contact options contribute to user engagement, providing a comprehensive tool for bird enthusiasts and researchers interested in flycatcher distribution.","['users', 'information', 'attributes', 'city', 'name', 'latitude', 'longitude', 'coordinates', 'users', 'flycatcher', 'species', 'platform', 'names', 'attributes', 'query', 'expressions', 'searches', 'information', 'species', 'names', 'map', 'views', 'visualization', 'distribution', 'scope', 'km', 'users', 'insights', 'habitat', 'range', 'bird', 'species', 'Contact', 'options', 'user', 'engagement', 'tool', 'bird', 'enthusiasts', 'researchers', 'distribution']"
https://bhuvan-app1.nrsc.gov.in/mhrd_ncert,"The Ministry of Education, under the Department of School Education & Literacy, presents School Bhuvan - NCERT, an e-learning portal designed to provide map-based learning experiences for students. The portal aims to raise awareness about the country's natural resources, environment, and their role in sustainable development. Offering various levels of exploration, including Level1, Level2, and Level3, students can engage in creating points, lines, and polygons with attributes related to political, agricultural, water, soil, minerals, and climate aspects. The portal also offers e-learning courses in Remote Sensing and Geospatial Technologies. The Help section provides materials for School Bhuvan - NCERT, including downloads related to specific mapping projects and educational content. Bhuvan, described as the gateway to Indian Earth Observation Data Products & Services, is highlighted as a Geoportal of the Indian Space Research Organisation (ISRO). This Earth browser allows users to explore and discover virtual earth in 2D, 2.5D, and 3D space, with a specific focus on the Indian region. The platform showcases ISRO's satellite imaging capabilities in a multi-sensor, multi-platform, and multi-temporal domain. The exploration of Bhuvan serves as a valuable resource for accessing Indian Earth Observation data, enhancing students' understanding of geographical concepts. The copyright for Bhuvan is attributed to ISRO, dated 2014.","['e', 'portal', 'map', 'learning', 'experiences', 'students', 'awareness', 'country', 'resources', 'environment', 'role', 'development', 'levels', 'exploration', 'students', 'points', 'lines', 'polygons', 'attributes', 'water', 'soil', 'minerals', 'climate', 'aspects', 'portal', 'e', 'courses', 'Help', 'section', 'materials', 'downloads', 'mapping', 'projects', 'content', 'gateway', 'browser', 'users', 'earth', '2.5D', 'space', 'focus', 'region', 'platform', 'satellite', 'imaging', 'capabilities', '-', '-', 'domain', 'exploration', 'resource', 'data', 'students', 'understanding', 'concepts', 'copyright']"
https://bhuvan-app1.nrsc.gov.in/nabard,This is the webpage for monitoring of NABARD Watershed projects using geospatial technology but it is currently under maintainance,"['webpage', 'monitoring', 'projects', 'technology', 'maintainance']"
https://bhuvan-app1.nrsc.gov.in/iwmp,"peering down from satellites on India's watersheds, tracking how forests grow, rivers swell, and projects unfold. This web-based tool uses real-time data to show land cover changes, water levels in reservoirs, and the progress of crucial conservation efforts. Overlay maps, zoom in on details, and even generate reports to share with others. Bhuvan IWMP isn't just a map; it's a collaborative hub for informed decisions and sustainable water management across India. Dive in and become a steward of our precious resource!","['satellites', 'watersheds', 'forests', 'rivers', 'projects', 'web', 'tool', 'time', 'data', 'land', 'cover', 'changes', 'water', 'levels', 'reservoirs', 'progress', 'conservation', 'efforts', 'Overlay', 'maps', 'details', 'reports', 'others', 'map', 'hub', 'decisions', 'water', 'management', 'steward', 'resource']"
https://bhuvan-app1.nrsc.gov.in/tourism/tourism.php,"Bhuvan Tourism goes beyond the typical travel guide, offering a dynamic and interactive experience fueled by satellite insights and community contributions. From planning the perfect adventure to uncovering hidden wonders, Bhuvan Tourism is your essential companion for exploring the diverse and captivating landscape of India. So, pack your bags, download the app, and let Bhuvan Tourism guide you on an unforgettable journey through the heart of India.","['travel', 'guide', 'experience', 'satellite', 'insights', 'community', 'contributions', 'adventure', 'wonders', 'companion', 'landscape', 'bags', 'app', 'journey', 'heart']"
https://bhuvan-app1.nrsc.gov.in/hp_forest,"Bhuvan Himachal Pradesh Forest is a web platform dedicated to exploring and understanding the forests of Himachal Pradesh, India. Developed by the Indian Space Research Organisation (ISRO), it offers a wealth of information and tools for: Forest Exploration
Interactive Maps: Navigate detailed maps with various layers like satellite imagery, forest cover, administrative boundaries, and infrastructure networks.
Know Your Forest: Find detailed information about specific forest areas, including tree species, topography, and wildlife.
Live Fire Locations: Monitor real-time forest fire locations and historical trends.
Forest Management:
Asset Management: Track important assets like beat boundaries, wildlife sanctuaries, and plantations.
Climate Vulnerability: Assess the vulnerability of different forest areas to climate change.
Forest Fire Regimes: Analyze historical fire data to understand fire patterns and risk zones.
Additional Features:
My Layers: Upload your own data layers for personalized analysis.
Discussion Forum: Connect with other users and share insights about Himachal Pradesh forests.
Download Data: Access and download various forest-related data sets.","['web', 'platform', 'forests', 'wealth', 'information', 'tools', 'maps', 'layers', 'satellite', 'imagery', 'forest', 'cover', 'boundaries', 'infrastructure', 'networks', 'Forest', 'information', 'forest', 'areas', 'tree', 'species', 'topography', 'wildlife', 'Locations', 'time', 'forest', 'fire', 'locations', 'trends', 'assets', 'boundaries', 'wildlife', 'sanctuaries', 'plantations', 'vulnerability', 'forest', 'areas', 'climate', 'change', 'Regimes', 'fire', 'data', 'fire', 'patterns', 'risk', 'zones', 'Features', 'Layers', 'data', 'layers', 'analysis', 'users', 'share', 'insights', 'forests', 'Access', 'forest', 'data', 'sets']"
https://bhuvan-app1.nrsc.gov.in/disaster/disaster.php,"Bhuvan Disaster Services provides a comprehensive overview of natural disasters in India. Explore real-time maps of floods, cyclones, landslides, earthquakes, forest fires, and droughts. Track affected areas, monitor water levels, and access detailed reports for informed decision-making and disaster preparedness. Dive into historical data to understand trends and patterns, empowering individuals and organizations to build resilience against nature's wrath.","['overview', 'disasters', 'time', 'maps', 'floods', 'cyclones', 'landslides', 'earthquakes', 'forest', 'fires', 'droughts', 'Track', 'areas', 'water', 'levels', 'reports', 'decision', 'making', 'disaster', 'preparedness', 'data', 'trends', 'patterns', 'individuals', 'organizations', 'resilience', 'nature', 'wrath']"
https://bhuvan-app1.nrsc.gov.in/thematic/thematic/index.php,"Bhuvan Thematic Services offers a platform to explore and analyze thematic data crucial for understanding India's land use, environment, and development. Visualize and access detailed information on land cover, wastelands, geomorphology, flood hazards, water bodies, and urban sprawl through interactive maps and downloadable datasets. This empowers users in diverse fields to study environmental changes, plan infrastructure, and manage resources effectively.","['platform', 'data', 'land', 'use', 'environment', 'development', 'Visualize', 'information', 'land', 'cover', 'wastelands', 'geomorphology', 'flood', 'hazards', 'water', 'bodies', 'sprawl', 'maps', 'datasets', 'users', 'fields', 'changes', 'plan', 'infrastructure', 'resources']"
https://bhuvan-app1.nrsc.gov.in/imd/,"Bhuvan's IMD Weather Products section provides a platform for users to access weather-related information. Upon logging in, users are welcomed with tools like links and a home button. The primary feature, ""Spatial Distribution of Weather Parameters,"" allows users to select the product frequency. Unfortunately, specific details about the available frequencies are not provided in the given paragraph. The platform emphasizes metadata view and offers technical documents for further insights. With a geographic scope of 500 km on Bhuvan, users can explore the spatial distribution of weather parameters using data from Indian Remote Sensing Satellites. The platform also facilitates user interaction through the Discussion Forum, Send Mail, and Contact options. While the paragraph introduces the Bhuvan-IMD Weather Products, more specific information about the available products and their frequencies would be needed for a comprehensive summary.","['section', 'platform', 'users', 'weather', 'information', 'users', 'tools', 'links', 'home', 'button', 'feature', 'users', 'product', 'frequency', 'details', 'frequencies', 'paragraph', 'platform', 'view', 'documents', 'insights', 'scope', 'km', 'users', 'distribution', 'weather', 'parameters', 'data', 'platform', 'user', 'interaction', 'Contact', 'options', 'paragraph', 'information', 'products', 'frequencies', 'summary']"
https://bhuvan-app1.nrsc.gov.in/pdmc/,"The Department of Agriculture, Cooperation, and Farmers Welfare is actively implementing the Geo-tagging of assets under the ""Per Drop More Crop"" (PDMC) component of the Pradhan Mantri Krishi Sinchayee Yojana (PMKSY) using Geospatial Technologies. Launched on July 1, 2015, PMKSY aims to achieve the convergence of investments in irrigation at the field level. Its key objectives include expanding cultivable areas under assured irrigation, improving on-farm water use efficiency to minimize water wastage, and promoting the adoption of precision-irrigation and other water-saving technologies. The project signifies a shift towards sustainable and efficient water management practices, reflected in its re-christening as Per Drop More Crop. The initiative utilizes Bhuvan and NRSC (National Remote Sensing Centre) platforms, providing a user manual for guidance. The different login roles, such as Administrator, State Moderator, and District Moderator, indicate a structured approach to project management. Users can engage in discussions through the Discussion Forum and seek assistance via the Contact option, emphasizing collaboration and communication within the initiative.","['Cooperation', 'tagging', 'assets', 'Drop', 'Crop', 'PDMC', 'component', 'convergence', 'investments', 'irrigation', 'field', 'level', 'objectives', 'areas', 'irrigation', 'farm', 'water', 'use', 'efficiency', 'water', 'wastage', 'adoption', 'precision', 'irrigation', 'water', 'technologies', 'project', 'shift', 'water', 'management', 'practices', 're', 'initiative', 'platforms', 'user', 'manual', 'guidance', 'login', 'roles', 'approach', 'management', 'Users', 'discussions', 'assistance', 'Contact', 'option', 'collaboration', 'communication', 'initiative']"
https://bhuvan-app1.nrsc.gov.in/heatwave/,"The Hot Weather Outlook feature on Bhuvan offers users the ability to visualize hot weather conditions. Upon logging in, users can access tools such as links and a home button. The primary tool, ""Hot Weather Visualization,"" allows users to explore and understand the spatial distribution of hot weather. Unfortunately, specific details about the visualization parameters or frequency are not provided in the given paragraph. The platform leverages Indian Remote Sensing Satellites to enhance the understanding of hot weather patterns. With a geographic scope of 1000 km on Bhuvan, users can gain insights into the extensive coverage of hot weather conditions. The platform also encourages user interaction through the Discussion Forum, Send Mail, and Contact options, fostering engagement and support within the Bhuvan community.","['feature', 'users', 'ability', 'weather', 'conditions', 'users', 'tools', 'links', 'home', 'button', 'tool', 'users', 'distribution', 'weather', 'details', 'visualization', 'parameters', 'frequency', 'paragraph', 'platform', 'understanding', 'weather', 'patterns', 'scope', 'km', 'users', 'insights', 'coverage', 'weather', 'conditions', 'platform', 'user', 'interaction', 'Contact', 'options', 'engagement', 'support', 'community']"
https://bhuvan-app1.nrsc.gov.in/mowr_ganga/,"Bhuvan Ganga, dedicated to supporting the National Mission for Clean Ganga, offers geospatial tools and information to enhance environmental management along the Ganges River. Users can log in and access features like administrative boundaries at the state, district, taluk, village, and panchayat levels, aiding in comprehensive planning. The platform provides tools for drainage analysis, identifying pollution sources, monitoring water quality, and understanding utilities and treatment plants. Project-related information, national parks, sanctuaries, and monitoring locations are also accessible. Users can query village statistics and explore features such as the Ganga Flood Plain, overlaying various data layers for detailed analysis. The inclusion of 3D views, Varanasi Ghats, Kumbh Mela-2013, and a mobile app download option showcases the platform's diverse capabilities. Bhuvan Ganga utilizes data from Indian Remote Sensing Satellites, ensuring accurate and up-to-date information. The Discussion Forum, Send Mail, and Contact options promote user engagement and support within the Bhuvan community.","['tools', 'information', 'management', 'Users', 'access', 'features', 'boundaries', 'state', 'district', 'taluk', 'village', 'panchayat', 'levels', 'planning', 'platform', 'tools', 'drainage', 'analysis', 'pollution', 'sources', 'water', 'quality', 'utilities', 'treatment', 'plants', 'Project', 'information', 'parks', 'sanctuaries', 'monitoring', 'locations', 'Users', 'village', 'statistics', 'features', 'data', 'layers', 'analysis', 'inclusion', 'views', 'app', 'download', 'option', 'platform', 'capabilities', 'data', 'date', 'information', 'Contact', 'options', 'user', 'engagement', 'support', 'community']"
https://bhuvan-app1.nrsc.gov.in/ts_forest/,"Explore Telangana's forests like a ranger with Bhuvan! Navigate detailed maps layered with satellite imagery, boundaries, and even plantations. Track real-time fire locations and analyze historical trends. Monitor important assets like wildlife sanctuaries and beat boundaries. Assess climate vulnerability and understand past fire patterns to protect these vital resources. Bhuvan empowers everyone, from nature enthusiasts to forest officers, to explore, understand, and manage Telangana's forests responsibly.","['forests', 'ranger', 'maps', 'satellite', 'imagery', 'boundaries', 'plantations', 'time', 'fire', 'locations', 'trends', 'assets', 'wildlife', 'sanctuaries', 'boundaries', 'Assess', 'climate', 'vulnerability', 'fire', 'patterns', 'resources', 'nature', 'enthusiasts', 'forest', 'officers', 'forests']"
https://bhuvan-app1.nrsc.gov.in/pb_forest/,"Bhuvan Punjab Forest is a web platform dedicated to exploring and managing the forests of Punjab, India. Dive into detailed maps with layers like satellite imagery, forest cover, and infrastructure. Monitor real-time fire locations and historical trends. Track crucial assets like wildlife sanctuaries and plantations. Analyze climate vulnerability and historical fire patterns to protect this vital resource. Bhuvan empowers everyone, from nature enthusiasts to forest officers, to explore, understand, and manage Punjab's forests responsibly.","['web', 'platform', 'forests', 'maps', 'layers', 'satellite', 'imagery', 'forest', 'cover', 'infrastructure', 'time', 'fire', 'locations', 'trends', 'assets', 'wildlife', 'sanctuaries', 'plantations', 'climate', 'vulnerability', 'fire', 'patterns', 'resource', 'nature', 'enthusiasts', 'forest', 'officers', 'forests']"
https://bhuvan-app1.nrsc.gov.in/narl/,"This website tells about the Weather Climate Models and Weather Climate Environement Modelled Products like Surface Temperature, Surface Wind Speed, Rainfall, Total Totals Index, K Index, Relative Humidity. We just need to enter the date and the results will come.","['website', 'date', 'results']"
